,Enrichment,FuelTemperature,WaterTemperature,Pitch,FuelRadius,WaterDensity,Keff,Std_dev
369,6.58,1694.8,518.738812,1.084,0.372,0.817,1.39517,0.00044
370,8.54,1790.0,450.234798,1.098,0.234,0.899,1.59164,0.00044
371,3.44,459.4,372.569943,1.498,0.662,0.966,1.16107,0.00046
372,4.92,922.8,549.783986,1.343,0.469,0.769,1.38057,0.00038
373,5.65,885.9,558.410025,1.821,0.836,0.754,1.12634,0.00041
374,1.55,739.3,447.764199,1.736,0.524,0.902,1.20951,0.00042
375,7.36,1050.0,502.244333,1.713,0.365,0.839,1.58597,0.00035
376,8.59,596.7,508.153052,1.679,0.326,0.832,1.60863,0.00037
377,6.38,1553.9,359.094773,1.68,0.738,0.975,1.24707,0.00043
378,5.34,1354.9,308.984066,1.073,0.439,1.0,1.25024,0.00048
379,7.67,1395.2,590.087385,1.745,0.474,0.687,1.55761,0.00037
380,1.73,845.5,393.152572,1.43,0.362,0.95,1.178,0.00041
381,1.55,1428.0,555.753728,1.248,0.462,0.759,1.09001,0.00038
382,4.56,1226.2,338.304555,1.402,0.332,0.987,1.47965,0.00043
383,8.57,541.7,414.10137,1.334,0.564,0.933,1.32853,0.00038
384,7.59,557.7,333.35608,1.332,0.5,0.989,1.44895,0.0004
385,1.94,654.1,325.667045,1.772,0.588,0.993,1.27476,0.00042
386,8.26,1741.0,422.57932,1.067,0.339,0.926,1.49614,0.00039
387,4.74,1251.8,320.400535,1.582,0.681,0.996,1.23644,0.00042
388,7.61,1767.3,569.062342,1.496,0.665,0.734,1.16866,0.00037
389,7.26,719.1,322.633899,1.157,0.423,0.995,1.44298,0.00046
390,8.72,1376.3,533.118145,1.893,0.383,0.796,1.60892,0.00029
391,3.31,1017.2,566.881354,1.294,0.401,0.738,1.36638,0.00045
392,5.43,1354.1,320.612389,1.516,0.509,0.996,1.47357,0.00038
393,4.51,973.1,557.352909,1.01,0.35,0.756,1.32956,0.0004
394,1.22,1247.0,566.618473,1.572,0.31,0.739,0.93838,0.00031
395,6.54,876.2,475.967114,1.735,0.798,0.871,1.17893,0.00039
396,4.92,1067.8,507.626889,1.767,0.737,0.832,1.25913,0.00045
397,4.89,1189.4,553.41864,1.173,0.347,0.763,1.44825,0.00045
398,3.31,1791.0,370.835669,1.481,0.256,0.967,1.22498,0.0004
399,7.07,955.3,365.225105,1.351,0.349,0.971,1.581,0.00035
400,6.81,869.0,476.095362,1.122,0.378,0.871,1.45479,0.00041
401,5.42,1196.2,327.354984,1.659,0.385,0.992,1.51615,0.00038
402,8.41,1224.3,442.732771,1.307,0.243,0.907,1.57863,0.00036
403,6.33,695.2,413.476029,1.622,0.647,0.934,1.37725,0.0004
404,6.09,582.6,523.107979,1.893,0.396,0.811,1.55149,0.00037
405,1.86,1776.2,460.96559,1.36,0.405,0.888,1.23461,0.00048
406,2.55,1323.8,437.49515,1.59,0.308,0.912,1.20035,0.00038
407,6.59,1448.2,568.636221,1.824,0.636,0.735,1.43104,0.00045
408,1.05,1244.6,426.972303,1.895,0.611,0.922,1.07189,0.00041
409,1.65,494.9,314.591141,1.838,0.84,0.998,1.01892,0.00042
410,7.4,1722.9,349.933617,1.74,0.589,0.98,1.51291,0.00036
411,6.56,754.3,331.05685,1.362,0.309,0.991,1.56564,0.00036
412,5.17,1673.7,588.614212,1.829,0.587,0.69,1.43405,0.00043
413,6.54,1481.0,513.103086,1.911,0.868,0.825,1.18079,0.00043
414,5.54,1708.3,533.520461,1.535,0.363,0.796,1.52243,0.00041
415,8.36,1412.3,534.365967,1.482,0.611,0.794,1.2994,0.00044
416,3.54,1129.7,368.002073,1.096,0.293,0.969,1.41696,0.00043
417,3.11,440.1,306.53904,1.699,0.464,1.001,1.41504,0.00041
418,1.74,979.7,543.395414,1.423,0.405,0.78,1.20991,0.00049
419,1.55,1091.1,547.388562,1.019,0.216,0.773,1.09097,0.00038
420,2.84,1656.5,571.050592,1.981,0.672,0.73,1.31389,0.00041
421,1.98,1266.8,548.752874,1.882,0.72,0.771,1.17643,0.00039
422,4.16,1276.5,498.348385,1.827,0.734,0.844,1.28466,0.00038
423,3.1,1638.7,518.249784,1.851,0.786,0.818,1.15059,0.0004
424,2.06,1477.4,309.434481,1.251,0.503,1.0,1.14432,0.00044
425,2.12,1662.1,370.296812,1.427,0.407,0.967,1.27132,0.00037
426,3.15,1004.5,437.030917,1.525,0.637,0.912,1.19764,0.00049
427,6.31,1116.7,319.276263,1.605,0.572,0.996,1.47205,0.00039
428,7.29,1347.2,380.445838,1.205,0.478,0.96,1.33927,0.00043
429,3.49,1016.7,576.112008,1.516,0.529,0.719,1.32476,0.00043
430,1.32,1314.2,562.785903,1.671,0.376,0.746,1.04191,0.00037
431,6.01,1088.1,402.588138,1.792,0.409,0.943,1.54322,0.00037
432,8.67,1425.0,545.612046,1.812,0.798,0.776,1.25363,0.0004
433,4.65,1113.2,536.224573,1.424,0.304,0.791,1.47521,0.0004
434,1.21,952.1,413.340758,1.888,0.364,0.934,0.86633,0.00027
435,5.2,961.5,565.466544,1.143,0.401,0.741,1.35337,0.00047
436,5.59,851.8,360.889336,1.36,0.424,0.973,1.51025,0.0004
437,3.98,1632.7,403.25295,1.554,0.601,0.942,1.31468,0.00041
438,8.26,953.0,315.53324,1.837,0.672,0.998,1.5024,0.0004
439,5.56,647.6,391.390235,1.253,0.539,0.952,1.23061,0.00045
440,5.14,1186.4,526.111887,1.064,0.45,0.807,1.14218,0.0004
441,2.98,651.7,387.320962,1.039,0.442,0.955,1.11169,0.00043
442,5.52,1598.6,378.810711,1.132,0.422,0.961,1.35219,0.0004
443,4.82,1349.0,348.657195,1.737,0.797,0.981,1.14394,0.00042
444,4.47,700.3,376.429228,1.919,0.759,0.963,1.37124,0.0004
445,8.06,725.6,324.280979,1.595,0.336,0.994,1.59236,0.00037
446,8.41,746.6,579.03631,1.103,0.338,0.713,1.49584,0.00041
447,8.59,1594.6,463.995479,1.217,0.381,0.885,1.51677,0.00036
448,2.65,689.6,570.826529,1.312,0.329,0.73,1.34272,0.00039
449,1.67,982.8,472.835042,1.121,0.312,0.875,1.19636,0.00037
450,8.46,1325.0,400.114488,1.681,0.511,0.945,1.57348,0.00034
451,3.79,1436.8,534.84638,1.706,0.59,0.794,1.36807,0.00045
452,4.9,1217.1,571.104773,1.475,0.459,0.73,1.44134,0.00038
453,7.34,781.8,416.742196,1.976,0.824,0.931,1.36851,0.00041
454,3.21,1761.2,537.790372,1.376,0.557,0.789,1.15782,0.0004
455,2.89,381.4,359.973507,1.23,0.508,0.974,1.20831,0.00041
456,8.95,1400.2,408.023161,1.549,0.533,0.938,1.5097,0.00037
457,5.26,919.5,474.592625,1.785,0.795,0.873,1.19725,0.00039
458,6.25,1751.7,387.330725,1.398,0.399,0.955,1.53336,0.00039
459,4.38,570.9,388.798346,1.128,0.244,0.954,1.45848,0.0004
460,5.32,1783.7,489.766144,1.844,0.613,0.855,1.45893,0.00038
461,8.84,490.6,359.660681,1.422,0.494,0.974,1.52787,0.00043
462,2.17,1701.3,540.48247,1.817,0.695,0.785,1.18809,0.00045
463,4.91,1733.1,362.935191,1.321,0.323,0.972,1.49208,0.00038
464,3.91,1663.2,450.857882,1.173,0.487,0.898,1.1649,0.00043
465,1.15,1629.0,358.398044,1.106,0.407,0.975,1.01332,0.00041
466,4.71,1075.4,378.842811,1.326,0.347,0.961,1.49783,0.00037
467,8.41,1744.8,503.582415,1.515,0.303,0.838,1.59302,0.00035
468,7.35,515.1,512.015214,1.43,0.384,0.827,1.5856,0.00041
469,3.41,1173.3,556.347052,1.984,0.686,0.758,1.36124,0.0004
470,3.93,1746.2,568.586624,1.945,0.517,0.735,1.45106,0.00045
471,8.08,1618.7,405.057873,1.308,0.427,0.941,1.50753,0.00038
472,7.38,1320.3,349.460508,1.73,0.677,0.981,1.41487,0.00037
473,2.57,1797.0,466.789075,1.731,0.615,0.882,1.29171,0.00042
474,3.17,1377.7,518.718491,1.034,0.323,0.817,1.33954,0.00041
475,4.54,1584.8,328.414665,1.559,0.31,0.992,1.40992,0.00035
476,5.17,1634.1,489.850506,1.137,0.469,0.855,1.19675,0.00039
477,7.05,1227.7,304.014373,1.58,0.407,1.002,1.58053,0.00036
478,2.82,1057.5,438.373022,1.826,0.677,0.911,1.31141,0.00042
479,4.34,762.8,314.474295,1.734,0.372,0.998,1.43394,0.00038
480,8.65,604.0,508.792247,1.856,0.59,0.831,1.56484,0.00034
481,2.22,1606.7,353.585756,1.07,0.369,0.978,1.23836,0.00039
482,1.22,552.1,432.351187,1.87,0.324,0.917,0.79886,0.0003
483,6.59,1106.5,558.580115,1.38,0.564,0.754,1.2604,0.00043
484,8.12,1554.8,483.163973,1.461,0.522,0.863,1.44355,0.0004
485,3.46,1179.0,554.76462,1.418,0.217,0.761,1.24273,0.00041
486,5.61,934.4,399.146011,1.831,0.309,0.946,1.41064,0.00036
487,4.62,1071.8,317.042203,1.234,0.269,0.997,1.46018,0.00042
488,1.29,688.9,570.981508,1.228,0.473,0.73,1.01874,0.00039
489,8.2,1688.3,598.24691,1.657,0.386,0.665,1.58753,0.00039
490,2.51,1527.1,346.944953,1.513,0.587,0.982,1.2362,0.00043
491,7.82,1446.9,322.228516,1.767,0.706,0.995,1.40326,0.00041
492,8.63,678.7,533.006496,1.843,0.48,0.796,1.61539,0.00042
493,8.85,952.1,526.20013,1.094,0.247,0.807,1.60861,0.00039
494,5.3,681.2,310.642463,1.225,0.335,1.0,1.52852,0.00038
495,3.41,939.0,452.839398,1.513,0.655,0.896,1.15038,0.00041
496,7.81,767.4,387.705233,1.518,0.628,0.955,1.35578,0.00041
497,7.61,836.6,437.905498,1.818,0.671,0.911,1.47055,0.00041
498,7.69,822.2,510.799811,1.67,0.753,0.828,1.22416,0.00038
499,4.97,1362.7,559.638828,1.308,0.543,0.752,1.18183,0.00036
500,2.77,1633.4,329.317972,1.826,0.696,0.992,1.29616,0.00042
501,2.81,1089.2,526.511923,1.329,0.486,0.806,1.25684,0.00045
502,7.91,639.5,318.251476,1.167,0.378,0.997,1.53392,0.00038
503,2.6,1069.6,540.237559,1.524,0.376,0.785,1.33596,0.00038
504,1.93,1713.7,358.676666,1.882,0.449,0.975,1.18036,0.00039
505,1.53,879.3,453.840805,1.012,0.431,0.895,0.94228,0.00041
506,7.97,1414.3,417.980804,1.492,0.504,0.93,1.50326,0.00041
507,2.01,1414.0,320.809438,1.662,0.625,0.995,1.2259,0.00041
508,6.57,910.8,379.965559,1.307,0.34,0.96,1.56734,0.00036
509,4.14,773.0,552.487489,1.104,0.288,0.765,1.45304,0.00039
510,2.54,995.9,330.536337,1.373,0.557,0.991,1.19661,0.00044
511,5.87,747.2,585.635633,1.214,0.53,0.698,1.13111,0.00034
512,8.28,1467.1,491.867283,1.516,0.545,0.853,1.44562,0.00042
513,8.81,1348.2,596.695738,1.589,0.525,0.669,1.46475,0.00041
514,7.14,444.8,314.531388,1.781,0.458,0.998,1.5983,0.00041
515,1.92,753.5,550.014994,1.969,0.685,0.769,1.23939,0.00034
516,4.94,1566.4,470.589036,1.969,0.894,0.877,1.15146,0.00043
517,6.63,1208.5,369.378133,1.535,0.596,0.968,1.39274,0.00041
518,5.77,1761.9,403.429461,1.281,0.506,0.942,1.31009,0.00038
519,4.73,1037.2,594.924056,1.521,0.422,0.674,1.47168,0.00038
520,8.4,843.7,397.211983,1.246,0.323,0.947,1.60404,0.00031
521,7.97,625.7,394.599947,1.318,0.222,0.949,1.5347,0.00039
522,2.43,1504.8,444.998592,1.13,0.473,0.904,1.07032,0.00036
523,1.42,827.7,385.41448,1.848,0.711,0.956,1.13385,0.0004
524,8.26,1592.3,484.904558,1.933,0.388,0.861,1.58802,0.00038
525,5.75,724.4,365.122859,1.521,0.532,0.971,1.47517,0.00043
526,1.7,1256.8,538.939899,1.285,0.558,0.787,0.93885,0.00044
527,4.96,1727.1,575.374885,1.239,0.308,0.721,1.48326,0.00046
528,8.85,1750.1,451.0425,1.961,0.896,0.898,1.24689,0.00039
529,4.16,1268.0,362.267773,1.209,0.439,0.973,1.35928,0.00042
530,2.84,1072.6,385.513845,1.655,0.573,0.956,1.34652,0.00043
531,5.52,1328.4,425.130837,1.382,0.327,0.923,1.52434,0.00038
532,8.19,1246.5,463.856285,1.507,0.578,0.885,1.40274,0.00044
533,2.15,1256.0,391.363814,1.366,0.584,0.952,1.08217,0.00038
534,8.67,388.1,357.789712,1.364,0.403,0.975,1.60168,0.00037
535,3.99,572.2,560.821534,1.225,0.502,0.75,1.18482,0.00041
536,6.87,1143.7,330.072221,1.381,0.608,0.991,1.2366,0.00043
537,8.97,642.2,325.366421,1.449,0.306,0.993,1.61786,0.00034
538,4.95,1648.1,563.95055,1.015,0.292,0.744,1.4313,0.00038
539,3.09,1770.3,442.277386,1.951,0.343,0.907,1.21915,0.00037
540,2.22,1015.2,484.366948,1.349,0.602,0.862,0.98418,0.00043
541,2.15,1598.2,464.687659,1.812,0.587,0.884,1.2777,0.00038
542,5.09,1099.0,471.277571,1.989,0.467,0.877,1.5155,0.00037
543,4.97,682.7,490.242682,1.693,0.303,0.855,1.43567,0.00038
544,2.88,1659.8,397.726762,1.257,0.34,0.947,1.36202,0.00043
545,4.62,1225.6,526.331322,1.771,0.313,0.806,1.40666,0.00042
546,7.77,1025.6,435.071396,1.866,0.674,0.914,1.48698,0.00041
547,2.96,1268.9,423.486886,1.037,0.396,0.925,1.22158,0.00042
548,4.93,1300.7,346.537719,1.138,0.254,0.982,1.48077,0.0004
549,2.29,1496.4,564.816655,1.275,0.206,0.742,1.10208,0.00038
550,4.81,811.4,534.636548,1.18,0.471,0.794,1.24338,0.00044
551,5.89,1531.9,564.100663,1.962,0.798,0.744,1.28787,0.00039
552,6.18,1170.4,304.264876,1.021,0.32,1.002,1.49223,0.00044
553,1.52,567.7,419.081479,1.398,0.477,0.929,1.17768,0.00042
554,1.69,1681.9,563.343722,1.455,0.392,0.745,1.19282,0.00034
555,1.61,815.7,313.042951,1.165,0.449,0.999,1.12977,0.0004
556,3.63,458.6,396.981261,1.112,0.376,0.947,1.39194,0.00041
557,6.55,1516.7,417.612128,1.84,0.331,0.93,1.4849,0.0004
558,7.02,1182.0,491.043874,1.195,0.212,0.854,1.52894,0.00035
559,2.51,1099.2,406.67066,1.8,0.75,0.939,1.18753,0.00039
560,4.51,1059.2,489.707321,1.902,0.445,0.855,1.48667,0.00038
561,3.78,1284.3,587.593305,1.589,0.605,0.693,1.25392,0.00042
562,8.69,631.3,397.602558,1.464,0.646,0.947,1.29109,0.00035
563,5.46,1069.1,367.395529,1.497,0.256,0.969,1.41447,0.00041
564,2.22,1417.4,417.106655,1.16,0.295,0.93,1.26247,0.00039
565,7.92,1195.7,474.800846,1.955,0.606,0.873,1.56025,0.00037
566,5.52,1025.6,466.139858,1.851,0.408,0.882,1.5218,0.00039
567,8.39,1028.6,541.047909,1.35,0.506,0.784,1.38899,0.00043
568,2.31,483.1,408.625157,1.49,0.225,0.938,0.98891,0.00034
569,7.09,1798.5,531.039933,1.988,0.576,0.799,1.54877,0.00032
570,6.15,1609.2,379.953505,1.993,0.879,0.96,1.25665,0.00041
571,3.01,689.6,365.143517,1.604,0.718,0.971,1.11908,0.00046
572,8.96,1547.2,382.477544,1.992,0.896,0.958,1.29027,0.00038
573,4.16,653.0,380.007745,1.404,0.375,0.96,1.48388,0.00041
574,4.8,1421.5,343.062169,1.126,0.395,0.984,1.39307,0.00044
575,8.22,1437.1,505.466767,1.95,0.407,0.835,1.59788,0.00031
576,4.54,1520.8,581.846454,1.068,0.278,0.707,1.44478,0.00039
577,7.7,530.1,497.752893,1.479,0.542,0.845,1.4488,0.0004
578,3.63,665.0,311.529998,1.953,0.305,0.999,1.17254,0.00036
579,8.0,1061.0,514.085405,1.907,0.643,0.824,1.51363,0.0004
580,2.7,1392.6,409.377094,1.678,0.756,0.937,1.06039,0.00044
581,2.74,1752.0,338.3765,1.325,0.233,0.987,1.15044,0.00039
582,7.43,1406.6,536.140919,1.085,0.308,0.792,1.51729,0.00042
583,6.36,827.0,434.036882,1.35,0.454,0.915,1.48177,0.00039
584,2.02,1572.9,408.125646,1.46,0.293,0.938,1.1192,0.00038
585,1.94,798.8,318.110466,1.41,0.603,0.997,1.08786,0.00044
586,3.03,837.6,322.477517,1.685,0.521,0.995,1.40111,0.00043
587,5.98,1783.2,363.407865,1.531,0.56,0.972,1.42034,0.00044
588,1.06,1474.6,564.893949,1.325,0.395,0.742,1.0399,0.00037
589,4.02,650.8,462.832643,1.621,0.621,0.886,1.34373,0.00046
590,2.78,1481.9,420.962929,1.694,0.391,0.927,1.3232,0.00041
591,1.83,1160.1,485.538306,1.126,0.381,0.86,1.18866,0.00047
592,4.98,1667.6,565.498547,1.804,0.323,0.741,1.44954,0.00039
593,7.09,376.3,320.322081,1.318,0.216,0.996,1.4814,0.00039
594,8.49,1382.5,588.858537,1.144,0.4,0.69,1.38344,0.00041
595,7.82,687.1,595.819848,1.823,0.565,0.671,1.52315,0.00039
596,3.75,1758.4,438.841195,1.987,0.809,0.91,1.27079,0.00038
597,8.18,698.8,550.097108,1.397,0.473,0.769,1.47736,0.00038
598,3.88,1232.6,514.01492,1.901,0.749,0.824,1.29466,0.00046
599,6.88,1792.6,402.055569,1.84,0.305,0.943,1.45906,0.00042
600,8.12,1382.9,337.490143,1.847,0.429,0.987,1.59709,0.00037
601,7.09,1015.8,435.634784,1.233,0.332,0.913,1.5657,0.00036
602,6.82,1190.1,502.903396,1.52,0.665,0.839,1.21682,0.00042
603,4.5,1207.6,341.104209,1.559,0.569,0.985,1.40056,0.00043
604,2.0,1776.1,339.824152,1.276,0.316,0.986,1.21376,0.00039
605,6.15,1243.9,598.003905,1.436,0.235,0.665,1.50292,0.00038
606,7.59,1761.9,417.484677,1.563,0.519,0.93,1.50433,0.00041
607,7.88,1452.5,415.019979,1.916,0.878,0.932,1.232,0.0004
608,4.22,1382.9,560.20469,1.079,0.245,0.751,1.4452,0.0004
609,8.6,491.1,435.886993,1.717,0.444,0.913,1.62606,0.00036
610,4.5,772.3,316.921893,1.866,0.658,0.997,1.45442,0.00037
611,3.36,824.3,344.412749,1.521,0.393,0.984,1.42165,0.00037
612,2.28,905.6,377.981027,1.501,0.565,0.962,1.25271,0.00041
613,4.22,613.8,426.940988,1.58,0.573,0.922,1.40131,0.00044
614,1.83,740.9,350.094083,1.61,0.288,0.98,0.9888,0.00036
615,2.07,1100.9,504.369196,1.713,0.591,0.837,1.25943,0.00043
616,3.23,1038.4,344.154754,1.16,0.356,0.984,1.3897,0.00044
617,3.76,608.5,564.390994,1.818,0.531,0.743,1.45217,0.00038
618,5.0,813.7,353.36119,1.878,0.506,0.978,1.52566,0.00038
619,6.95,785.8,311.886349,1.341,0.593,0.999,1.24314,0.00041
620,7.43,613.4,536.110319,1.673,0.729,0.792,1.26156,0.00038
621,3.4,490.4,398.807681,1.616,0.381,0.946,1.40976,0.00036
622,8.91,1371.6,528.809434,1.312,0.46,0.803,1.44098,0.00035
623,5.81,1439.7,417.222263,1.117,0.347,0.93,1.4763,0.00038
624,7.72,711.8,324.086545,1.209,0.208,0.994,1.52567,0.00037
625,7.65,1520.8,414.810568,1.369,0.418,0.932,1.53908,0.00037
626,8.77,565.9,467.557321,1.094,0.312,0.881,1.57776,0.00042
627,2.75,1455.6,527.81679,1.429,0.318,0.804,1.32581,0.00038
628,2.99,1055.6,518.64091,1.897,0.477,0.817,1.38881,0.00037
629,5.53,970.8,564.77409,1.12,0.314,0.742,1.48424,0.00039
630,3.61,1706.0,458.276356,1.866,0.736,0.891,1.28689,0.00045
631,2.05,1009.3,594.231229,1.967,0.703,0.676,1.22055,0.00051
632,5.3,1656.5,423.3579,1.568,0.503,0.925,1.47651,0.00041
633,1.15,1642.7,594.513279,1.062,0.376,0.675,0.9922,0.00041
634,3.56,1723.9,391.061427,1.891,0.594,0.952,1.42795,0.00037
635,6.55,1630.5,405.541591,1.332,0.442,0.94,1.47665,0.00041
636,5.75,1042.4,445.95774,1.121,0.303,0.903,1.521,0.0004
637,1.22,1676.2,467.951004,1.964,0.499,0.88,1.03554,0.00041
638,5.02,515.4,462.985776,1.829,0.637,0.886,1.46469,0.00045
639,6.65,1033.2,484.556341,1.191,0.422,0.861,1.41709,0.00034
640,7.94,1665.8,383.82898,1.603,0.697,0.957,1.27749,0.00037
641,4.1,1706.4,338.231937,1.198,0.481,0.987,1.24667,0.0005
642,6.47,907.4,363.016811,1.907,0.301,0.972,1.40919,0.0004
643,2.93,1798.4,493.793663,1.067,0.442,0.85,1.07946,0.00039
644,2.74,1133.9,462.538587,1.629,0.551,0.886,1.33259,0.0004
645,2.55,1564.1,423.435077,1.66,0.679,0.925,1.18806,0.00041
646,3.44,1392.8,510.636543,1.556,0.501,0.828,1.38322,0.00042
647,4.66,1580.3,502.427783,1.229,0.427,0.839,1.36808,0.00043
648,3.21,1339.0,568.978549,1.068,0.316,0.734,1.34674,0.0004
649,4.08,1019.4,450.515511,1.863,0.34,0.899,1.35928,0.00039
650,4.94,466.9,421.360239,1.9,0.329,0.927,1.38931,0.00037
651,8.04,1156.7,513.136192,1.317,0.381,0.825,1.54923,0.00041
652,4.36,1428.6,353.058652,1.184,0.278,0.978,1.46085,0.00039
653,6.77,806.1,313.519946,1.538,0.55,0.999,1.48399,0.00035
654,2.41,1431.0,447.514102,1.503,0.597,0.902,1.18723,0.0005
655,4.06,1500.7,354.259368,1.838,0.702,0.978,1.36279,0.00043
656,3.21,747.4,570.766714,1.171,0.394,0.73,1.31515,0.00043
657,7.0,754.0,442.986828,1.188,0.355,0.906,1.53724,0.00038
658,6.37,827.1,321.436087,1.909,0.62,0.995,1.54139,0.00035
659,5.68,763.8,395.278828,1.983,0.826,0.949,1.34496,0.00039
660,8.89,1256.8,489.98645,1.176,0.233,0.855,1.60479,0.00039
661,7.16,669.0,549.221986,1.882,0.337,0.77,1.55541,0.00037
662,6.49,485.0,388.032579,1.046,0.357,0.954,1.46771,0.00039
663,3.59,1561.9,397.817328,1.931,0.771,0.947,1.29904,0.00044
664,5.14,593.9,589.93255,1.558,0.58,0.687,1.33926,0.00045
665,1.76,1350.4,536.602811,1.053,0.338,0.791,1.18245,0.00041
666,2.34,1714.7,326.617746,1.773,0.671,0.993,1.25453,0.00042
667,3.3,1428.1,490.936433,1.158,0.492,0.854,1.09151,0.0004
668,6.94,1755.7,378.008275,1.308,0.311,0.962,1.56325,0.0004
669,3.15,1770.6,516.336297,1.169,0.272,0.821,1.36803,0.00039
670,5.92,1401.1,463.296702,1.516,0.524,0.885,1.44526,0.0004
671,1.57,635.0,302.378068,1.579,0.33,1.002,1.04235,0.00037
672,3.09,1454.8,480.785385,1.836,0.603,0.866,1.37522,0.00041
673,6.13,1045.0,436.633792,1.941,0.544,0.912,1.55701,0.00037
674,3.24,1276.1,515.869513,1.917,0.454,0.821,1.39247,0.00038
675,8.53,1734.9,584.293255,1.583,0.579,0.701,1.38586,0.00039
676,7.82,598.7,565.478098,1.882,0.593,0.741,1.53804,0.00037
677,2.14,801.4,458.364074,1.799,0.434,0.891,1.25121,0.00042
678,2.64,826.8,406.952716,1.559,0.559,0.939,1.31264,0.0004
679,6.99,1658.1,401.117964,1.838,0.575,0.944,1.54093,0.00033
680,1.93,1335.3,316.217808,1.03,0.363,0.997,1.19634,0.00036
681,4.47,1308.6,357.354949,1.989,0.559,0.976,1.49663,0.00038
682,6.01,610.7,575.173663,1.619,0.492,0.721,1.50525,0.0004
683,6.65,1790.2,582.782797,1.435,0.392,0.704,1.5151,0.00044
684,3.86,915.0,588.288128,1.822,0.46,0.691,1.46188,0.0004
685,2.73,1057.1,362.118735,1.456,0.611,0.973,1.1708,0.00041
686,6.39,504.3,393.895588,1.618,0.579,0.95,1.48246,0.00041
687,1.45,753.5,572.178865,1.408,0.396,0.728,1.16869,0.00045
688,5.05,1579.9,586.980702,1.977,0.631,0.694,1.44271,0.00039
689,3.46,1741.6,456.145637,1.462,0.543,0.893,1.30349,0.00043
690,4.9,1348.6,588.894173,1.585,0.491,0.69,1.4368,0.00041
691,7.36,616.6,340.433029,1.567,0.582,0.986,1.47096,0.00041
692,8.81,606.1,305.558196,1.159,0.323,1.001,1.60288,0.00037
693,2.14,1609.2,365.240911,1.063,0.365,0.971,1.22645,0.00039
694,3.1,1525.1,382.69208,1.624,0.409,0.958,1.38027,0.00044
695,4.77,935.6,571.939286,1.049,0.42,0.728,1.18876,0.00039
696,4.8,812.8,319.99617,1.537,0.344,0.996,1.48272,0.00038
697,3.16,1349.9,440.456868,1.13,0.44,0.909,1.21961,0.00043
698,1.27,748.5,442.269527,1.568,0.255,0.907,0.79236,0.00029
699,4.94,647.3,532.070783,1.715,0.764,0.798,1.16661,0.00045
700,3.26,1602.2,383.356617,1.119,0.479,0.958,1.10036,0.00047
701,6.46,1670.3,576.659219,1.384,0.57,0.718,1.2213,0.0004
702,7.52,1283.3,599.20882,1.273,0.428,0.662,1.40763,0.00039
703,4.61,564.9,514.145051,1.066,0.426,0.824,1.23896,0.0004
704,2.97,1719.3,554.342056,1.91,0.375,0.761,1.30994,0.00041
705,1.1,1291.4,588.650147,1.848,0.533,0.69,1.05841,0.00037
706,2.85,1378.4,472.988164,1.833,0.385,0.875,1.30621,0.0004
707,2.87,795.0,330.764798,1.02,0.429,0.991,1.12361,0.00046
708,3.17,1438.5,505.930718,1.476,0.532,0.835,1.30428,0.00043
709,2.4,1780.0,583.007331,1.948,0.697,0.704,1.2383,0.0004
710,6.39,831.3,551.433976,1.412,0.522,0.767,1.37877,0.00041
711,6.45,1172.8,563.71036,1.009,0.282,0.744,1.4945,0.00038
712,2.39,1167.7,329.88305,1.787,0.38,0.991,1.21745,0.00039
713,3.48,393.9,308.048341,1.896,0.536,1.001,1.45518,0.00042
714,4.99,1196.8,447.001617,1.971,0.471,0.902,1.51027,0.00039
715,7.19,537.5,524.392254,1.514,0.47,0.809,1.53552,0.00046
716,1.91,381.0,371.778951,1.879,0.774,0.966,1.18505,0.00044
717,2.83,975.5,559.168101,1.816,0.396,0.753,1.33768,0.00037
718,2.45,1191.1,543.531817,1.304,0.478,0.78,1.21008,0.00042
719,3.54,1538.6,437.039553,1.332,0.475,0.912,1.33251,0.00045
720,1.61,950.4,495.810077,1.42,0.565,0.848,1.08668,0.00043
721,6.21,1795.0,354.208227,1.428,0.57,0.978,1.33374,0.00044
722,8.22,1488.1,398.43598,1.714,0.511,0.946,1.57561,0.00038
723,7.98,1038.0,377.716271,1.139,0.305,0.962,1.58358,0.00036
724,2.3,1665.7,365.134675,1.405,0.574,0.971,1.15083,0.0004
725,4.57,525.1,442.696426,1.53,0.545,0.907,1.42468,0.00044
726,1.71,1513.3,575.337418,1.254,0.373,0.721,1.18582,0.0004
727,8.17,1286.1,418.152147,1.052,0.29,0.929,1.56399,0.00042
728,7.58,1457.9,536.23416,1.322,0.554,0.791,1.24549,0.0004
729,4.26,1796.5,355.692873,1.458,0.589,0.977,1.27531,0.00043
730,4.44,587.6,418.666801,1.389,0.346,0.929,1.49095,0.0004
731,5.88,760.8,315.871603,1.771,0.638,0.998,1.47705,0.00041
732,2.52,877.5,497.37221,1.466,0.505,0.846,1.29775,0.00043
733,6.7,1421.5,346.413449,1.641,0.421,0.982,1.5688,0.00038
734,4.06,411.1,397.263288,1.488,0.536,0.947,1.41067,0.00047
735,2.59,1069.5,380.08064,1.794,0.588,0.96,1.35201,0.00043
736,2.35,579.8,420.828324,1.866,0.481,0.927,1.32169,0.00044
737,4.14,1413.3,558.489846,1.754,0.436,0.754,1.46597,0.00037
738,8.06,1152.6,488.389716,1.596,0.427,0.857,1.59211,0.00034
